array size,recursion limit,estimated time
52558,16,2947370
52558,18,3124059
52558,20,3050405
52558,22,2952199
52558,24,2888809
52558,26,2854195
52558,28,2873514
52558,30,2812136
52558,32,2722382
52558,34,2571050
52558,36,2706485
52558,38,2777120
52558,40,2804087
52558,42,2872508
52558,44,2958035
52558,46,2705478
52558,48,2575276
52558,50,2739287
52558,52,3391910
52558,54,3065297
52558,56,3220051
52558,58,3339588
52558,60,2793622
52558,62,3482669
52558,64,2942339
52558,66,3123455
52558,68,3167728
52558,70,2633233
52558,72,2838498
52558,74,2498000
52558,76,2796641
52558,78,3145994
52558,80,3661573
52558,82,3332745
52558,84,3029073
52558,86,2624781
52558,88,2470027
52558,90,2955218
52558,92,2517117
52558,94,2259730
52558,96,2203785
52558,98,2545894
52558,100,2195938
52558,102,2218677
52558,104,2198151
52558,106,2417503
52558,108,2287300
52558,110,2202578
52558,112,2422333
52558,114,2202779
52558,116,2240613
52558,118,2193321
52558,120,2834273
52558,122,2274824
52558,124,2204389
52558,126,2139992
52558,128,2113630
52558,130,2676902
52558,132,2048026
52558,134,2490151
52558,136,2171386
52558,138,2129327
52558,140,2061911
52558,142,1967127
52558,144,2620353
52558,146,1966926
52558,148,2825418
52558,150,2827027
52558,152,2194730
52558,154,2070363
52558,156,1965316
52558,158,1977390
52558,160,2355521
52558,162,1965718
52558,164,1999325
52558,166,1973365
52558,168,1970749
52558,170,1989464
52558,172,1963102
52558,174,2036957
52558,176,2091493
52558,178,1978396
52558,180,1968737
52558,182,1988860
52558,184,1978597
52558,186,1957065
52558,188,2032329
52558,190,1930702
52558,192,1920640
52558,194,1946197
52558,196,1908968
52558,198,1888039
52558,200,1900919
52558,202,1874556
52558,204,1892064
52558,206,2075193
52558,208,1905346
52558,210,1981415
52558,212,1911584
52558,214,1871135
52558,216,2028304
52558,218,1880996
52558,220,1946801
52558,222,1947002
52558,224,1870129
52558,226,2153275
52558,228,2064728
52558,230,1902730
52558,232,1904742
52558,234,1901119
52558,236,1871336
52558,238,1882405
52558,240,1900516
52558,242,1878581
52558,244,1869123
52558,246,1941770
52558,248,1872544
52558,250,1857853
52558,252,2001941
52558,254,2008180
52558,256,2249467
52558,258,2351899
52558,260,1971755
52558,262,2094512
52558,264,1987854
52558,266,2046617
52558,268,1776351
52558,270,1770716
52558,272,1797883
52558,274,1757233
52558,276,1754214
52558,278,1900113
52558,280,1904742
52558,282,1905346
52558,284,1919835
52558,286,1899308
52558,288,1928488
52558,290,1900516
52558,292,1899309
52558,294,1859463
52558,296,1758440
52558,298,1755220
72530,2,10111334
72530,4,5227225
72530,6,5242318
72530,8,5167053
72530,10,4799991
72530,12,4624911
72530,14,4667172
72530,16,4366921
72530,18,4344583
72530,20,5222395
72530,22,4391271
72530,24,3949950
72530,26,3941700
72530,28,4357060
72530,30,4240944
72530,32,3977319
72530,34,4012536
72530,36,4201099
72530,38,4281997
72530,40,3973496
72530,42,3984362
72530,44,3924192
72530,46,3854965
72530,48,3503397
72530,50,3625550
72530,52,4019781
72530,54,3488505
72530,56,3522918
72530,58,3525131
72530,60,3482267
72530,62,3510441
72530,64,3595163
72530,66,3516881
72530,68,3494744
72530,70,3486896
72530,72,3500580
72530,74,3746094
72530,76,3566788
72530,78,3473614
72530,80,3469388
72530,82,4090014
72530,84,3583290
72530,86,3403381
72530,88,3692966
72530,90,3447654
72530,92,3187450
72530,94,4334118
72530,96,3136938
72530,98,3071334
72530,100,3331940
72530,102,3280020
72530,104,3074755
72530,106,3109167
72530,108,3062681
72530,110,3220855
72530,112,3085421
72530,114,3062479
72530,116,3102526
72530,118,3069724
72530,120,3343612
72530,122,3106350
72530,124,3109771
72530,126,3094879
72530,128,3194695
72530,130,3135127
72530,132,3221057
72530,134,3176985
72530,136,3166319
72530,138,3330733
72530,140,3106148
72530,142,3191474
72530,144,3110777
72530,146,3109167
72530,148,3040544
72530,150,3017603
72530,152,3232729
72530,154,3436787
72530,156,3164911
72530,158,3068919
72530,160,3017401
72530,162,3044166
72530,164,3122851
72530,166,3111582
72530,168,3041148
72530,170,2998485
72530,172,3005327
72530,174,2961859
72530,176,2983794
72530,178,2946766
72530,180,2859830
72530,182,2855201
72530,184,2779736
72530,186,2875929
72530,188,2749349
72530,190,3458319
72530,192,2752971
72530,194,2928855
72530,196,2778931
72530,198,2886394
72530,200,2702661
72530,202,2919800
72530,204,2702862
72530,206,2751965
72530,208,2700447
72530,210,2733250
72530,212,2698636
72530,214,2771888
72530,216,2708094
72530,218,3290485
72530,220,2890016
72530,222,2758405
72530,224,2747538
72530,226,2713528
72530,228,2762832
72530,230,2713327
72530,232,2737274
72530,234,2705076
72530,236,2725401
72530,238,2708698
72530,240,2724797
72530,242,2716345
72530,244,2722584
72530,246,2697831
72530,248,2756795
72530,250,2869489
72530,252,2697429
72530,254,2868685
72530,256,2691593
72530,258,2743714
72530,260,2681531
72530,262,2813142
72530,264,2906316
72530,266,2880155
72530,268,2629812
72530,270,2642289
72530,272,2602644
72530,274,2807709
72530,276,2671670
72530,278,2627196
72530,280,2577691
72530,282,2819582
72530,284,2616530
72530,286,2618341
72530,288,2575477
72530,290,2605462
72530,292,2574471
72530,294,2709503
72530,296,2592381
72530,298,2596406
100091,2,13368212
100091,4,7849993
100091,6,7495005
100091,8,6685414
100091,10,8320494
100091,12,6618401
100091,14,6380937
100091,16,5993951
100091,18,6094773
100091,20,7925861
100091,22,6490814
100091,24,6954472
100091,26,6216322
100091,28,6251338
100091,30,6214511
100091,32,5925730
100091,34,5544581
100091,36,5545184
100091,38,5987311
100091,40,5541764
100091,42,5847851
100091,44,5698329
100091,46,5586439
100091,48,5427258
100091,50,5390632
100091,52,5389424
100091,54,5388419
100091,56,5377149
100091,58,5343743
100091,60,5890715
100091,62,5224206
100091,64,5113523
100091,66,5055566
100091,68,4889744
100091,70,4988352
100091,72,5101851
100091,74,5107084
100091,76,4814077
100091,78,4799991
100091,80,4790734
100091,82,4761352
100091,84,4794155
100091,86,4892360
100091,88,4781678
100091,90,4796570
100091,92,4817499
100091,94,5102858
100091,96,5022965
100091,98,4782885
100091,100,4823938
100091,102,4887530
100091,104,4872236
100091,106,4776848
100091,108,4755114
100091,110,4750687
100091,112,4884713
100091,114,4846477
100091,116,4778055
100091,118,4842855
100091,120,4766585
100091,122,4539988
100091,124,4463114
100091,126,4386441
100091,128,4453857
100091,130,4421457
100091,132,4612032
100091,134,4314598
100091,136,4252616
100091,138,5591067
100091,140,4573796
100091,142,4346394
100091,144,4192647
100091,146,4210356
100091,148,4219210
100091,150,4436952
100091,152,4243359
100091,154,4177352
100091,156,4362896
100091,158,4250805
100091,160,4273143
100091,162,4229272
100091,164,4205124
100091,166,4395899
100091,168,4335326
100091,170,4251811
100091,172,4303329
100091,174,4352633
100091,176,6082095
100091,178,4593920
100091,180,4195867
100091,182,4172523
100091,184,4196068
100091,186,4133884
100091,188,4151795
100091,190,4196470
100091,192,4183993
100091,194,4161454
100091,196,4132274
100091,198,4156826
100091,200,4144751
100091,202,4268917
100091,204,4310976
100091,206,4236919
100091,208,4223235
100091,210,4318019
100091,212,4179968
100091,214,4163265
100091,216,4142135
100091,218,4122011
100091,220,4635174
100091,222,4153002
100091,224,4146764
100091,226,4160045
100091,228,4149782
100091,230,4149782
100091,232,4183389
100091,234,4171717
100091,236,4166687
100091,238,4615856
100091,240,4104704
100091,242,4063651
100091,244,4042924
100091,246,4023604
100091,248,4031050
100091,250,3956189
100091,252,3998047
100091,254,3835444
100091,256,3851946
100091,258,3879315
100091,260,3763803
100091,262,3715304
100091,264,3780103
100091,266,3747100
100091,268,3697997
100091,270,3729592
100091,272,3757162
100091,274,3751326
100091,276,3702827
100091,278,3743880
100091,280,3731806
100091,282,3690752
100091,284,3712285
100091,286,3726171
100091,288,3770041
100091,290,4099069
100091,292,3783927
100091,294,4009518
100091,296,3901854
100091,298,3720134
138125,2,28922098
138125,4,18749386
138125,6,18732280
138125,8,20125067
138125,10,16405738
138125,12,16184977
138125,14,16778637
138125,16,17179508
138125,18,16867786
138125,20,16380180
138125,22,14874900
138125,24,14743088
138125,26,14525346
138125,28,14997657
138125,30,15384040
138125,32,15519474
138125,34,14551910
138125,36,14672251
138125,38,16455645
138125,40,14900257
138125,42,14791385
138125,44,13126522
138125,46,13394776
138125,48,13206012
138125,50,13524576
138125,52,13875540
138125,54,13992259
138125,56,13932289
138125,58,12992898
138125,60,13058302
138125,62,13207823
138125,64,13758619
138125,66,13691807
138125,68,13157312
138125,70,13017450
138125,72,12876581
138125,74,13114850
138125,76,13234790
138125,78,13351107
138125,80,13399807
138125,82,13623787
138125,84,13093318
138125,86,12567073
138125,88,11527062
138125,90,11755671
138125,92,11538130
138125,94,12444920
138125,96,11313545
138125,98,12050287
138125,100,11881849
138125,102,11380156
138125,104,11868164
138125,106,11348159
138125,108,11563487
138125,110,11473531
138125,112,11364057
138125,114,11433284
138125,116,11286579
138125,118,11591861
138125,120,11966772
138125,122,11298050
138125,124,11221981
138125,126,11742792
138125,128,11245123
138125,130,11205077
138125,132,11207090
138125,134,11560266
138125,136,11520018
138125,138,11226006
138125,140,11214535
138125,142,11356611
138125,144,11205479
138125,146,11715222
138125,148,11466488
138125,150,11543362
138125,152,12136217
138125,154,11318375
138125,156,11308917
138125,158,11454213
138125,160,11259010
138125,162,11232647
138125,164,11511365
138125,166,11428253
138125,168,10993774
138125,170,10826744
138125,172,11012489
138125,174,10149368
138125,176,9957787
138125,178,10596726
138125,180,10474976
138125,182,9774457
138125,184,9741051
138125,186,9883530
138125,188,10176738
138125,190,10239726
138125,192,9752120
138125,194,10028221
138125,196,10055791
138125,198,10095034
138125,200,9870650
138125,202,9824164
138125,204,9744271
138125,206,9754333
138125,208,9953964
138125,210,9731392
138125,212,10298689
138125,214,12097780
138125,216,10745644
138125,218,10185592
138125,220,10195452
138125,222,9861997
138125,224,9849117
138125,226,9970264
138125,228,9756346
138125,230,9996225
138125,232,9952555
138125,234,9867028
138125,236,9786733
138125,238,9780293
138125,240,11575762
138125,242,9730587
138125,244,9918546
138125,246,10863772
138125,248,10010110
138125,250,10134879
138125,252,9802430
138125,254,10044723
138125,256,10176133
138125,258,10234292
138125,260,10909454
138125,262,12735914
138125,264,10359262
138125,266,10851095
138125,268,9862399
138125,270,9880310
138125,272,10134074
138125,274,9954769
138125,276,9721732
138125,278,10475378
138125,280,9873870
138125,282,10725521
138125,284,10126226
138125,286,9707645
138125,288,9630570
138125,290,9620106
138125,292,9713079
138125,294,9683295
138125,296,9751717
138125,298,9822755
190612,2,41867907
190612,4,29958287
190612,6,27935013
190612,8,26153028
190612,10,25931059
190612,12,25459553
190612,14,23238661
190612,16,23999753
190612,18,64207627
190612,20,155145038
190612,22,53071776
190612,24,40849831
190612,26,39266872
190612,28,67826939
190612,30,37114201
190612,32,32137722
190612,34,22758099
190612,36,21465329
190612,38,20821560
190612,40,21626724
190612,42,21470561
190612,44,21003482
190612,46,21514633
190612,48,20867041
190612,50,20731807
190612,52,130517011
190612,54,31995043
190612,56,22655064
190612,58,20280625
190612,60,18995503
190612,62,18656010
190612,64,32108744
190612,66,20518291
190612,68,19705077
190612,70,18239241
190612,72,18723426
190612,74,18529430
190612,76,18805331
190612,78,18689617
190612,80,18651181
190612,82,18270634
190612,84,19123693
190612,86,33511592
190612,88,20316648
190612,90,18724834
190612,92,18867112
190612,94,18272848
190612,96,18517758
190612,98,18527216
190612,100,19053662
190612,102,18544321
190612,104,18444708
190612,106,18556798
190612,108,18661444
190612,110,19043197
190612,112,18886028
190612,114,18542712
190612,116,18408082
190612,118,17119538
190612,120,16848266
190612,122,16647428
190612,124,16271510
190612,126,16774008
190612,128,16213754
190612,130,16336914
190612,132,16032235
190612,134,16786283
190612,136,16696732
190612,138,16213553
190612,140,15915717
190612,142,15999433
190612,144,15914107
190612,146,18273452
190612,148,17650813
190612,150,16535739
190612,152,16013318
190612,154,16231866
190612,156,16289622
190612,158,19630015
190612,160,19138988
190612,162,16592087
190612,164,16490058
190612,166,16259235
190612,168,16502535
190612,170,16858126
190612,172,16240318
190612,174,16113738
190612,176,16120378
190612,178,17088346
190612,180,16053366
190612,182,16190209
190612,184,15885330
190612,186,17187356
190612,188,16220999
190612,190,16783064
190612,192,16093211
190612,194,16190612
190612,196,16081942
190612,198,16116555
190612,200,16188801
190612,202,16557272
190612,204,16277346
190612,206,16722893
190612,208,16841826
190612,210,16412580
190612,212,16500724
190612,214,16043706
190612,216,16058396
190612,218,17816233
190612,220,16221603
190612,222,16532922
190612,224,16801980
190612,226,16258631
190612,228,16250380
190612,230,16009897
190612,232,15986956
190612,234,16049944
190612,236,15486270
190612,238,14710688
190612,240,14522528
190612,242,14192493
190612,244,14782128
190612,246,14131719
190612,248,14570222
190612,250,14473425
190612,252,13969720
190612,254,14255079
190612,256,13959055
190612,258,14101734
190612,260,13896871
190612,262,14426738
190612,264,14113205
190612,266,13974147
190612,268,14003126
190612,270,14031501
190612,272,14244816
190612,274,14477048
190612,276,14075774
190612,278,14306396
190612,280,14110388
190612,282,14070542
190612,284,14507234
190612,286,13908946
190612,288,13909952
190612,290,14503008
190612,292,14021640
190612,294,14700626
190612,296,14844513
190612,298,14469602
263044,2,58000964
263044,4,41666063
263044,6,49113575
263044,8,55239339
263044,10,38288239
263044,12,36107193
263044,14,35243066
263044,16,35332819
263044,18,35923058
263044,20,32191051
263044,22,32241562
263044,24,33101262
263044,26,34026164
263044,28,33445786
263044,30,32865409
263044,32,34441927
263044,34,34865136
263044,36,32205339
263044,38,32026033
263044,40,30061120
263044,42,28787670
263044,44,28778815
263044,46,29420370
263044,48,29072828
263044,50,29598267
263044,52,29011450
263044,54,29412924
263044,56,28724480
263044,58,29060150
263044,60,28843212
263044,62,28897749
263044,64,28930953
263044,66,28870581
263044,68,28560469
263044,70,29657633
263044,72,30029525
263044,74,29157953
263044,76,28845627
263044,78,28828119
263044,80,27764361
263044,82,26983950
263044,84,25987206
263044,86,25383886
263044,88,25401998
263044,90,26422690
263044,92,25607867
263044,94,25966478
263044,96,25924217
263044,98,25799247
263044,100,25543470
263044,102,25941524
263044,104,26290073
263044,106,25611087
263044,108,26246202
263044,110,26762787
263044,112,25739881
263044,114,26284841
263044,116,26190660
263044,118,25991029
263044,120,25604043
263044,122,25740485
263044,124,26043754
263044,126,25263947
263044,128,25567820
263044,130,26430538
263044,132,25549708
263044,134,25810114
263044,136,25585932
263044,138,25638456
263044,140,25377246
263044,142,26027655
263044,144,25365775
263044,146,25346656
263044,148,25927236
263044,150,25975735
263044,152,25669447
263044,154,25406023
263044,156,25787172
263044,158,25627186
263044,160,25126097
263044,162,24342868
263044,164,24038191
263044,166,22802170
263044,168,22493468
263044,170,23783018
263044,172,22577586
263044,174,22350184
263044,176,22668949
263044,178,22622261
263044,180,22425247
263044,182,22921909
263044,184,23063380
263044,186,22581611
263044,188,22356423
263044,190,23001197
263044,192,22722681
263044,194,22827325
263044,196,22708593
263044,198,25195324
263044,200,22210523
263044,202,22430681
263044,204,22478576
263044,206,22399287
263044,208,22543979
263044,210,22982683
263044,212,22356221
263044,214,22237087
263044,216,22242722
263044,218,22344349
263044,220,22863952
263044,222,22319193
263044,224,22825716
263044,226,22541765
263044,228,22570341
263044,230,22142101
263044,232,22471734
263044,234,22279146
263044,236,22785669
263044,238,23159171
263044,240,22745018
263044,242,22169470
263044,244,22936599
263044,246,22620853
263044,248,21959777
263044,250,22683841
263044,252,22546796
263044,254,22840003
263044,256,22084748
263044,258,22208510
263044,260,22317986
263044,262,22143107
263044,264,22136467
263044,266,22823099
263044,268,22486021
263044,270,22602540
263044,272,22397275
263044,274,22174501
263044,276,23311108
263044,278,21995195
263044,280,25280247
263044,282,22423637
263044,284,22542570
263044,286,22020753
263044,288,22496285
263044,290,22310339
263044,292,22184362
263044,294,22471734
263044,296,22342134
263044,298,23387579
363000,2,82362347
363000,4,57037424
363000,6,55362096
363000,8,54547474
363000,10,53050244
363000,12,53752976
363000,14,48427345
363000,16,49593936
363000,18,49286843
363000,20,50005876
363000,22,49238545
363000,24,51165827
363000,26,50883687
363000,28,45502111
363000,30,44383616
363000,32,45407729
363000,34,45172278
363000,36,44448013
363000,38,45466894
363000,40,45426847
363000,42,44380597
363000,44,44224635
363000,46,45274307
363000,48,44566141
363000,50,45181535
363000,52,44946084
363000,54,46066792
363000,56,41215887
363000,58,39537742
363000,60,40544146
363000,62,40315134
363000,64,39757698
363000,66,39562696
363000,68,39565312
363000,70,41757627
363000,72,40641949
363000,74,39772590
363000,76,40502490
363000,78,43337366
363000,80,40176278
363000,82,41297591
363000,84,39731537
363000,86,40222161
363000,88,40858081
363000,90,40098197
363000,92,40363231
363000,94,39714230
363000,96,40813809
363000,98,39792714
363000,100,39568129
363000,102,40663884
363000,104,40348540
363000,106,39691087
363000,108,39810020
363000,110,39941028
363000,112,38443597
363000,114,36090088
363000,116,35664666
363000,118,35031763
363000,120,34849037
363000,122,36221498
363000,124,35765285
363000,126,35156734
363000,128,36412878
363000,130,35675130
363000,132,36073184
363000,134,35312092
363000,136,35312494
363000,138,37625352
363000,140,43543436
363000,142,41036783
363000,144,41116273
363000,146,41849795
363000,148,41948202
363000,150,44411387
363000,152,36865871
363000,154,35806137
363000,156,35233608
363000,158,35933523
363000,160,35661445
363000,162,36979773
363000,164,36343651
363000,166,36618143
363000,168,36295555
363000,170,35187926
363000,172,34790677
363000,174,34859904
363000,176,37137143
363000,178,36386515
363000,180,35315311
363000,182,35309073
363000,184,35224753
363000,186,35491799
363000,188,35377898
363000,190,35105820
363000,192,36088277
363000,194,35331210
363000,196,36093509
363000,198,35891262
363000,200,34841189
363000,202,35323160
363000,204,35055913
363000,206,35685997
363000,208,35145263
363000,210,35449137
363000,212,35365823
363000,214,35368238
363000,216,36077007
363000,218,34681001
363000,220,35515345
363000,222,34503909
363000,224,34538724
363000,226,33173709
363000,228,31916559
363000,230,31129708
363000,232,31863230
363000,234,31668630
363000,236,31544263
363000,238,31148625
363000,240,30566034
363000,242,31062091
363000,244,30660214
363000,246,35217307
363000,248,30633650
363000,250,31763415
363000,252,30843544
363000,254,31051627
363000,256,31005945
363000,258,31483288
363000,260,31443442
363000,262,31361739
363000,264,30839721
363000,266,30734069
363000,268,31420299
363000,270,31193904
363000,272,31448675
363000,274,30669069
363000,276,31701634
363000,278,31159894
363000,280,31127092
363000,282,30622984
363000,284,31239183
363000,286,30594811
363000,288,32916121
363000,290,31493551
363000,292,30647938
363000,294,31891203
363000,296,31565997
363000,298,31004536
500939,2,118680441
500939,4,79614406
500939,6,79500303
500939,8,79311741
500939,10,73822702
500939,12,75746964
500939,14,73735565
500939,16,73217169
500939,18,71753345
500939,20,67514413
500939,22,68251356
500939,24,68069233
500939,26,67718470
500939,28,67895562
500939,30,68049712
500939,32,83269137
500939,34,82506838
500939,36,70130540
500939,38,63914822
500939,40,61311976
500939,42,66728166
500939,44,63375899
500939,46,61220210
500939,48,61555075
500939,50,61272734
500939,52,61418834
500939,54,61991364
500939,56,61987943
500939,58,62840197
500939,60,61231480
500939,62,61432519
500939,64,61884304
500939,66,61291651
500939,68,61314390
500939,70,62556448
500939,72,61171107
500939,74,61538371
500939,76,60416254
500939,78,55759747
500939,80,56129024
500939,82,54738652
500939,84,56217168
500939,86,55357870
500939,88,55657718
500939,90,55893572
500939,92,57296219
500939,94,57240878
500939,96,55890755
500939,98,54923794
500939,100,55117186
500939,102,54940698
500939,104,56068249
500939,106,55291863
500939,108,56143714
500939,110,57061371
500939,112,55978898
500939,114,54698203
500939,116,56164241
500939,118,55735799
500939,120,55527113
500939,122,55170112
500939,124,55685087
500939,126,55554482
500939,128,55023408
500939,130,55080359
500939,132,54480058
500939,134,55186413
500939,136,55763169
500939,138,54380645
500939,140,55049167
500939,142,56162430
